37044,459600
12734,937300
12824,463900
12918,780800
13665,915200
16837,134900
16833,610900
12056,052400
12539,630700
13573,044100
13213,010500
12315,418900
13538,876000
12444,199500
12725,891400
12454,937000
12645,692800
13080,278400
12218,089800
13624,131300
12812,746800
13580,689500
12926,311600
13636,009100
11974,953200
12359,384500
13030,247400
12759,456800
12461,206000
12764,227500
