11724,368600
14786,283900
13620,144000
14059,766200
15527,136900
18319,262100
15267,905700
18374,567100
14312,476900
13843,259500
12897,260300
13181,499500
13365,955400
13567,125500
14429,457500
12551,845100
15360,335100
13472,292600
13781,793900
13492,052900
14407,471900
13986,234000
13017,009700
14479,082400
13239,127200
14728,090700
13807,342400
13142,559000
13742,217300
13477,086300
